169,4,19
170,4,20
171,4,31
172,4,32
173,4,33
174,4,34
175,4,35
176,4,36
177,4,37
178,4,38
179,4,39
180,4,40
181,4,41
182,4,42
183,4,43
184,4,44
185,4,45
186,4,46
187,4,47
188,4,48
189,4,49
190,4,50
191,4,51
192,4,52
193,4,53
194,4,54
195,4,55
196,4,56
197,4,57
198,4,58
199,4,59
200,4,60
201,5,1
202,5,2
203,5,3
204,5,4
205,5,5
206,5,6
207,5,7
208,5,8
209,5,9
210,5,10
211,5,21
212,5,22
213,5,23
214,5,24
215,5,25
216,5,26
217,5,27
218,5,28
219,5,29
220,5,30
221,5,31
222,5,32
223,5,33
224,5,34
225,5,35
226,5,36
227,5,37
228,5,38
229,5,39
230,5,40
231,5,41
232,5,42
233,5,43
234,5,44
235,5,45
236,5,46
237,5,47
238,5,48
239,5,49
240,5,50
241,5,51
242,5,52
243,5,53
244,5,54
245,5,55
246,5,56
247,5,57
248,5,58
249,5,59
250,5,60
251,6,1
252,6,2
253,6,3
254,6,4
255,6,5
256,6,6
257,6,7
258,6,8
259,6,9
260,6,10
261,6,11
262,6,12
263,6,13
264,6,14
265,6,15
266,6,16
267,6,17
268,6,18
269,6,19
270,6,20
271,6,21
272,6,22
273,6,23
274,6,24
275,6,25
276,6,26
277,6,27
278,6,28
279,6,29
280,6,30
281,6,31
282,6,32
283,6,33
284,6,34
285,6,35
286,6,36
287,6,37
288,6,38
289,6,39
290,6,40
291,6,41
292,6,42
293,6,43
294,6,44
295,6,45
296,6,46
297,6,47
298,6,48
299,6,49
300,6,50
301,2,1
302,7,2
303,7,3
304,7,4
305,7,5
306,7,6
307,7,7
308,7,8
309,7,9
310,7,10
311,7,11
312,7,12
313,7,13
314,7,14
315,7,15
316,7,16
317,7,17
318,7,18
319,7,19
320,7,20
321,7,21
322,7,22
323,7,23
324,7,24
325,7,25
326,7,26
327,7,27
328,7,28
329,7,29
330,7,30
331,7,31
332,7,32
333,7,33
334,7,34
335,7,35
336,7,36
337,7,37
338,7,38
339,7,39
340,7,40
341,7,51
342,7,52
343,7,53
344,7,54
345,7,55
346,7,56
347,7,57
348,7,58
349,7,59
350,7,60
351,8,1
352,8,2
353,8,3
354,8,4
355,8,5
356,8,6
357,8,7
358,8,8
359,8,9
360,8,10
361,8,11
362,8,12
363,8,13
364,8,14
365,8,15
366,8,16
367,8,17
368,8,18
369,8,19
370,8,20
371,8,21
372,8,22
373,8,23
374,8,24
375,8,25
376,8,26
377,8,27
378,8,28
379,8,29
380,8,30
381,8,41
382,8,42
383,8,43
384,8,44
385,8,45
386,8,46
387,8,47
388,8,48
389,8,49
390,8,50
391,8,51
392,8,52
393,8,53
394,8,54
395,8,55
396,8,56
397,8,57
398,8,58
399,8,59
400,8,60
401,9,1
402,9,2
403,9,3
404,9,4
405,9,5
406,9,6
407,9,7
408,9,8
409,9,9
410,9,10
411,9,11
412,9,12
413,9,13
414,9,14
415,9,15
416,9,16
417,9,17
418,9,18
419,9,19
420,9,20
421,9,31
422,9,32
423,9,33
424,9,34
425,9,35
426,9,36
427,9,37
428,9,38
429,9,39
430,9,40
431,9,41
432,9,42
433,9,43
434,9,44
435,9,45
436,9,46
437,9,47
438,9,48
439,9,49
440,9,50
441,9,51
442,9,52
443,9,53
444,9,54
445,9,55
446,9,56
447,9,57
448,9,58
449,9,59
450,9,60
451,10,1
452,10,2
453,10,3
454,10,4
455,10,5
456,10,6
457,10,7
458,10,8
459,10,9
460,10,10
461,10,21
462,10,22
463,10,23
464,10,24
465,10,25
466,10,26
467,10,27
468,10,28
469,10,29
470,10,30
471,10,31
472,10,32
473,10,33
474,10,34
475,10,35
476,10,36
477,10,37
478,10,38
479,10,39
480,10,40
481,10,41
482,10,42
483,10,43
484,10,44
485,10,45
486,10,46
487,10,47
488,10,48
489,10,49
490,10,50
491,10,51
492,10,52
493,10,53
494,10,54
495,10,55
496,10,56
497,10,57
498,10,58
499,10,59
500,10,60
501,11,1
502,11,2
503,11,3
504,11,4
505,11,5
506,11,6
507,11,7
508,11,8
509,11,9
510,11,10
511,11,11
512,11,12
513,11,13
514,11,14
515,11,15
516,11,16
517,11,17
518,11,18
519,11,19
520,11,20
521,11,21
522,11,22
523,11,23
524,11,24
525,11,25
526,11,26
527,11,27
528,11,28
529,11,29
530,11,30
531,11,31
532,11,32
533,11,33
534,11,34
535,11,35
536,11,36
537,11,37
538,11,38
539,11,39
540,11,40
541,11,41
542,11,42
543,11,43
544,11,44
545,11,45
546,11,46
547,11,47
548,11,48
549,11,49
550,11,50
551,12,1
552,12,2
553,12,3
554,12,4
555,12,5
556,12,6
557,12,7
558,12,8
559,12,9
560,12,10
561,12,11
562,12,12
563,12,13
564,12,14
565,12,15
566,12,16
567,12,17
568,12,18
569,12,19
570,12,20
571,12,21
572,12,22
573,12,23
574,12,24
575,12,25
576,12,26
577,12,27
578,12,28
579,12,29
580,12,30
581,12,31
582,12,32
583,12,33
584,12,34
585,12,35
586,12,36
587,12,37
588,12,38
589,12,39
590,12,40
591,12,51
592,12,52
593,12,53
594,12,54
595,12,55
596,12,56
597,12,57
598,12,58
599,12,59
600,12,60
601,13,1
602,13,2
603,13,3
604,13,4
605,13,5
606,13,6
607,13,7
608,13,8
609,13,9
610,13,10
611,13,11
612,13,12
613,13,13
614,13,14
615,13,15
616,13,16
617,13,17
618,13,18
619,13,19
620,13,20
621,13,21
622,13,22
623,13,23
624,13,24
625,13,25
626,13,26
627,13,27
628,13,28
629,13,29
630,13,30
631,13,41
632,13,42
633,13,43
634,13,44
635,13,45
636,13,46
637,13,47
638,13,48
639,13,49
640,13,50
641,13,51
642,13,52
643,13,53
644,13,54
645,13,55
646,13,56
647,13,57
648,13,58
649,13,59
650,13,60
651,14,1
652,14,2
653,14,3
654,14,4
655,14,5
656,14,6
657,14,7
658,14,8
659,14,9
660,14,10
661,14,11
662,14,12
663,14,13
664,14,14
665,14,15
666,14,16
667,14,17
668,14,18
669,14,19
670,14,20
671,14,31
672,14,32
673,14,33
674,14,34
675,14,35
676,14,36
677,14,37
678,14,38
679,14,39
680,14,40
681,14,41
682,14,42
683,14,43
684,14,44
685,14,45
686,14,46
687,14,47
688,14,48
689,14,49
690,14,50
691,14,51
692,14,52
693,14,53
694,14,54
695,14,55
696,14,56
697,14,57
698,14,58
699,14,59
700,14,60
701,15,1
702,15,2
703,15,3
704,15,4
705,15,5
706,15,6
707,15,7
708,15,8
709,15,9
710,15,10
711,15,21
712,15,22
713,15,23
714,15,24
715,15,25
716,15,26
717,15,27
718,15,28
719,15,29
720,15,30
721,15,31
722,15,32
723,15,33
724,15,34
725,15,35
726,15,36
727,15,37
728,15,38
729,15,39
730,15,40
731,15,41
732,15,42
733,15,43
734,15,44
735,15,45
736,15,46
737,15,47
738,15,48
739,15,49
740,15,50
741,15,51
742,15,52
743,15,53
744,15,54
745,15,55
746,15,56
747,15,57
748,15,58
749,15,59
750,15,60
751,16,1
752,16,2
753,16,3
754,16,4
755,16,5
756,16,6
757,16,7
758,16,8
759,16,9
760,16,10
761,16,11
762,16,12
763,16,13
764,16,14
765,16,15
766,16,16
767,16,17
768,16,18
769,16,19
770,16,20
771,16,21
772,16,22
773,16,23
774,16,24
775,16,25
776,16,26
777,16,27
778,16,28
779,16,29
780,16,30
781,16,31
782,16,32
783,16,33
784,16,34
785,16,35
786,16,36
787,16,37
788,16,38
789,16,39
790,16,40
791,16,41
792,16,42
793,16,43
794,16,44
795,16,45
796,16,46
797,16,47
798,16,48
799,16,49
800,16,50
801,17,1
802,17,2
803,17,3
804,17,4
805,17,5
806,17,6
807,17,7
808,17,8
809,17,9
810,17,10
811,17,11
812,17,12
813,17,13
814,17,14
815,17,15
816,17,16
817,17,17
818,17,18
819,17,19
820,17,20
821,17,21
822,17,22
823,17,23
824,17,24
825,17,25
826,17,26
827,17,27
828,17,28
829,17,29
830,17,30
831,17,31
832,17,32
833,17,33
834,17,34
835,17,35
836,17,36
837,17,37
838,17,38
839,17,39
840,17,40
841,17,51
842,17,52
843,17,53
844,17,54
845,17,55
846,17,56
847,17,57
848,17,58
849,17,59
850,17,60
851,18,1
852,18,2
853,18,3
854,18,4
855,18,5
856,18,6
857,18,7
858,18,8
859,18,9
860,18,10
861,18,11
862,18,12
863,18,13
864,18,14
865,18,15
866,18,16
867,18,17
868,18,18
869,18,19
870,18,20
871,18,21
872,18,22
873,18,23
874,18,24
875,18,25
876,18,26
877,18,27
878,18,28
879,18,29
880,18,30
881,18,41
882,18,42
883,18,43
884,18,44
885,18,45
886,18,46
887,18,47
888,18,48
889,18,49
890,18,50
891,18,51
892,18,52
893,18,53
894,18,54
895,18,55
896,18,56
897,18,57
898,18,58
899,18,59
900,18,60
901,19,1
902,19,2
903,19,3
904,19,4
905,19,5
906,19,6
907,19,7
908,19,8
909,19,9
910,19,10
911,19,11
912,19,12
913,19,13
914,19,14
915,19,15
916,19,16
917,19,17
918,19,18
919,19,19
920,19,20
921,19,31
922,19,32
923,19,33
924,19,34
925,19,35
926,19,36
927,19,37
928,19,38
929,19,39
930,19,40
931,19,41
932,19,42
933,19,43
934,19,44
935,19,45
936,19,46
937,19,47
938,19,48
939,19,49
940,19,50
941,19,51
942,19,52
943,19,53
944,19,54
945,19,55
946,19,56
947,19,57
948,19,58
949,19,59
950,19,60
951,20,1
952,20,2
953,20,3
954,20,4
955,20,5
956,20,6
957,20,7
958,20,8
959,20,9
960,20,10
961,20,21
962,20,22
963,20,23
964,20,24
965,20,25
966,20,26
967,20,27
968,20,28
969,20,29
970,20,30
971,20,31
972,20,32
973,20,33
974,20,34
975,20,35
976,20,36
977,20,37
978,20,38
979,20,39
980,20,40
981,20,41
982,20,42
983,20,43
984,20,44
985,20,45
986,20,46
987,20,47
988,20,48
989,20,49
990,20,50
991,20,51
992,20,52
993,20,53
994,20,54
995,20,55
996,20,56
997,20,57
998,20,58
999,20,59
1000,20,60
