14,White,#FFFFF4,Black,#000000,15540,19899,Hatchback,2015 Chevrolet Volt Premium,2 Wheel drive-front,Hybrid,Continously Variable Automatic,Hybrid Gas/Electric,25 City/ 36 Highway,7YYLGQ,B6F5YSVZLEOTD8MAB,AT-1CF018C2,"3 Years/36,000 Miles","5 Years/100,000 Miles","3 Years/36,000 Miles","5 Years/100,000 Miles","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec convallis id erat non interdum. Curabitur varius, ligula ac pellentesque sodales, elit metus lacinia magna, eu auctor justo magna et quam. Sed id suscipit est. Quisque libero ipsum, auctor id tellus vel, malesuada volutpat ante. Curabitur vitae tellus orci. Nulla ultrices nisi eget sem imperdiet, vitae aliquam risus aliquet. Maecenas euismod ac velit consequat mattis. Donec justo leo, condimentum euismod nunc vitae, consequat suscipit ex. Vivamus a hendrerit magna. Donec facilisis tempus dictum. Curabitur consequat facilisis quam eget vestibulum. Sed id consequat arcu. Ut accumsan blandit arcu porta sodales. Donec eget placerat turpis. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Fusce consectetur dignissim sapien, quis cursus purus egestas sit amet.",kelleybbimg.png
15,Dark Blue,#00007F,Darkgray,#A9A9A9,29548,16310,Hatchback,2013 Chevrolet Volt Premium,2 Wheel drive-front,Hybrid,Continously Variable Automatic,Hybrid Gas/Electric,35 City/ 40 Highway,LQ2S81,7NQ85P13AOIT3OM2Z,AT-1CF941Y7,"3 Years/36,000 Miles","5 Years/100,000 Miles","3 Years/36,000 Miles","5 Years/100,000 Miles","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec convallis id erat non interdum. Curabitur varius, ligula ac pellentesque sodales, elit metus lacinia magna, eu auctor justo magna et quam. Sed id suscipit est. Quisque libero ipsum, auctor id tellus vel, malesuada volutpat ante. Curabitur vitae tellus orci. Nulla ultrices nisi eget sem imperdiet, vitae aliquam risus aliquet. Maecenas euismod ac velit consequat mattis. Donec justo leo, condimentum euismod nunc vitae, consequat suscipit ex. Vivamus a hendrerit magna. Donec facilisis tempus dictum. Curabitur consequat facilisis quam eget vestibulum. Sed id consequat arcu. Ut accumsan blandit arcu porta sodales. Donec eget placerat turpis. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Fusce consectetur dignissim sapien, quis cursus purus egestas sit amet.",kelleybbimg.png
16,Black,#000000,Darkgray,#A9A9A9,29618,16330,Sedan,2015 Chevrolet Malibu LS,2 Wheel drive-front,4-Cylinder,6-Speed Shiftable Automatic,Gasoline,35 City/ 40 Highway,OZIRKV,1AVFZDLD8GOCL38NL,AT-1CF223U8,"3 Years/36,000 Miles","5 Years/100,000 Miles","3 Years/36,000 Miles","7 Years/100,000 Miles","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec convallis id erat non interdum. Curabitur varius, ligula ac pellentesque sodales, elit metus lacinia magna, eu auctor justo magna et quam. Sed id suscipit est. Quisque libero ipsum, auctor id tellus vel, malesuada volutpat ante. Curabitur vitae tellus orci. Nulla ultrices nisi eget sem imperdiet, vitae aliquam risus aliquet. Maecenas euismod ac velit consequat mattis. Donec justo leo, condimentum euismod nunc vitae, consequat suscipit ex. Vivamus a hendrerit magna. Donec facilisis tempus dictum. Curabitur consequat facilisis quam eget vestibulum. Sed id consequat arcu. Ut accumsan blandit arcu porta sodales. Donec eget placerat turpis. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Fusce consectetur dignissim sapien, quis cursus purus egestas sit amet.",kelleybbimg.png
17,Darkgray,#A9A9A9,Beige,#F5F5DC,9524,23809,Sedan,2014 Honda Accord Sport Sedan,2 Wheel drive-front,4- Cylinder,Continously Variable Automatic,Gasoline,26 City/ 38 Highway,8VM4H0,1J3PFJQ0G3LGAYHZJ,AT-1CF917G0,"3 Years/36,000 Miles","5 Years/60,000 Miles","3 Years/36,000 Miles","5 Years/60,000 Miles","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec convallis id erat non interdum. Curabitur varius, ligula ac pellentesque sodales, elit metus lacinia magna, eu auctor justo magna et quam. Sed id suscipit est. Quisque libero ipsum, auctor id tellus vel, malesuada volutpat ante. Curabitur vitae tellus orci. Nulla ultrices nisi eget sem imperdiet, vitae aliquam risus aliquet. Maecenas euismod ac velit consequat mattis. Donec justo leo, condimentum euismod nunc vitae, consequat suscipit ex. Vivamus a hendrerit magna. Donec facilisis tempus dictum. Curabitur consequat facilisis quam eget vestibulum. Sed id consequat arcu. Ut accumsan blandit arcu porta sodales. Donec eget placerat turpis. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Fusce consectetur dignissim sapien, quis cursus purus egestas sit amet.",kelleybbimg.png
18,Darkgray,#A9A9A9,Darkgray,#A9A9A9,6809,17393,Coupe,2018 Ford Mustang Coupe,2 Wheel drive- rear,4- Cylinder Turbo,Automatic,Gasoline,36 City/ 34 Highway,C4APLT,KGFMZ1R7IRDGBLGDF,AT-1CF324U2,"3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,2 Years/Unlimited Miles,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec convallis id erat non interdum. Curabitur varius, ligula ac pellentesque sodales, elit metus lacinia magna, eu auctor justo magna et quam. Sed id suscipit est. Quisque libero ipsum, auctor id tellus vel, malesuada volutpat ante. Curabitur vitae tellus orci. Nulla ultrices nisi eget sem imperdiet, vitae aliquam risus aliquet. Maecenas euismod ac velit consequat mattis. Donec justo leo, condimentum euismod nunc vitae, consequat suscipit ex. Vivamus a hendrerit magna. Donec facilisis tempus dictum. Curabitur consequat facilisis quam eget vestibulum. Sed id consequat arcu. Ut accumsan blandit arcu porta sodales. Donec eget placerat turpis. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Fusce consectetur dignissim sapien, quis cursus purus egestas sit amet.",kelleybbimg.png
19,Red,#E31313,Black,#000000,1390,26698,Sedan,2014 Honda Accord Sport Sedan,2 Wheel drive-front,4- Cylinder,Continously Variable Automatic,Gasoline,26 City/ 38 Highway,UF2XI4,EAC6TKX5AK13YN6RO,AT-1CF076c2,"3 Years/36,000 Miles","5 Years/60,000 Miles","3 Years/36,000 Miles","5 Years/60,000 Miles","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec convallis id erat non interdum. Curabitur varius, ligula ac pellentesque sodales, elit metus lacinia magna, eu auctor justo magna et quam. Sed id suscipit est. Quisque libero ipsum, auctor id tellus vel, malesuada volutpat ante. Curabitur vitae tellus orci. Nulla ultrices nisi eget sem imperdiet, vitae aliquam risus aliquet. Maecenas euismod ac velit consequat mattis. Donec justo leo, condimentum euismod nunc vitae, consequat suscipit ex. Vivamus a hendrerit magna. Donec facilisis tempus dictum. Curabitur consequat facilisis quam eget vestibulum. Sed id consequat arcu. Ut accumsan blandit arcu porta sodales. Donec eget placerat turpis. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Fusce consectetur dignissim sapien, quis cursus purus egestas sit amet.",kelleybbimg.png
20,Darkgray,#A9A9A9,Darkgray,#A9A9A9,1305,25572,Hatchback,2015 Toyota Prius ,2 Wheel drive-front,Hybrid,Continously Variable Automatic,Hybrid Gas/Electric,30 City/ 39 Highway,PN5UH6,6JGN7JE708VF1JZ1V,AT-1CF361j7,"3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,2 Years/Unlimited Miles,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec convallis id erat non interdum. Curabitur varius, ligula ac pellentesque sodales, elit metus lacinia magna, eu auctor justo magna et quam. Sed id suscipit est. Quisque libero ipsum, auctor id tellus vel, malesuada volutpat ante. Curabitur vitae tellus orci. Nulla ultrices nisi eget sem imperdiet, vitae aliquam risus aliquet. Maecenas euismod ac velit consequat mattis. Donec justo leo, condimentum euismod nunc vitae, consequat suscipit ex. Vivamus a hendrerit magna. Donec facilisis tempus dictum. Curabitur consequat facilisis quam eget vestibulum. Sed id consequat arcu. Ut accumsan blandit arcu porta sodales. Donec eget placerat turpis. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Fusce consectetur dignissim sapien, quis cursus purus egestas sit amet.",kelleybbimg.png
21,Gold,#B57919,Black,#000000,29380,18645,Sedan,2014 Honda Accord Sport Sedan,2 Wheel drive-front,4- Cylinder,Continously Variable Automatic,Gasoline,26 City/ 38 Highway,EJH0HK,XIS118WKW6EUSL5FD,AT-1CF337J5,"3 Years/36,000 Miles","5 Years/60,000 Miles","3 Years/36,000 Miles","5 Years/60,000 Miles","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec convallis id erat non interdum. Curabitur varius, ligula ac pellentesque sodales, elit metus lacinia magna, eu auctor justo magna et quam. Sed id suscipit est. Quisque libero ipsum, auctor id tellus vel, malesuada volutpat ante. Curabitur vitae tellus orci. Nulla ultrices nisi eget sem imperdiet, vitae aliquam risus aliquet. Maecenas euismod ac velit consequat mattis. Donec justo leo, condimentum euismod nunc vitae, consequat suscipit ex. Vivamus a hendrerit magna. Donec facilisis tempus dictum. Curabitur consequat facilisis quam eget vestibulum. Sed id consequat arcu. Ut accumsan blandit arcu porta sodales. Donec eget placerat turpis. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Fusce consectetur dignissim sapien, quis cursus purus egestas sit amet.",kelleybbimg.png
22,Dark Blue,#00007F,Black,#000000,3927,22860,Coupe,2017 Chevrolet Camaro LT Coupe,2 Wheel drive- rear,6- Cylinder,8- Speed Shiftable Automatic,Gasoline,22 City/ 31 Highway,KXTA11,E207U4YSVKR1ZRWC1,AT-1CF956u9,"3 Years/36,000 Miles","5 Years/60,000 Miles","3 Years/36,000 Miles","5 Years/60,000 Miles","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec convallis id erat non interdum. Curabitur varius, ligula ac pellentesque sodales, elit metus lacinia magna, eu auctor justo magna et quam. Sed id suscipit est. Quisque libero ipsum, auctor id tellus vel, malesuada volutpat ante. Curabitur vitae tellus orci. Nulla ultrices nisi eget sem imperdiet, vitae aliquam risus aliquet. Maecenas euismod ac velit consequat mattis. Donec justo leo, condimentum euismod nunc vitae, consequat suscipit ex. Vivamus a hendrerit magna. Donec facilisis tempus dictum. Curabitur consequat facilisis quam eget vestibulum. Sed id consequat arcu. Ut accumsan blandit arcu porta sodales. Donec eget placerat turpis. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Fusce consectetur dignissim sapien, quis cursus purus egestas sit amet.",kelleybbimg.png
23,Darkgray,#A9A9A9,Beige,#F5F5DC,44726,12759,Coupe,2018 Ford Mustang Coupe,2 Wheel drive- rear,4- Cylinder Turbo,Automatic,Gasoline,36 City/ 34 Highway,IG2X6K,I6WKMSX1QVXP200YR,AT-1CF137U0,"3 Years/36,000 Miles","5 Years/60,000 Miles",5 Years/Unlimited Miles,2 Years/Unlimited Miles,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec convallis id erat non interdum. Curabitur varius, ligula ac pellentesque sodales, elit metus lacinia magna, eu auctor justo magna et quam. Sed id suscipit est. Quisque libero ipsum, auctor id tellus vel, malesuada volutpat ante. Curabitur vitae tellus orci. Nulla ultrices nisi eget sem imperdiet, vitae aliquam risus aliquet. Maecenas euismod ac velit consequat mattis. Donec justo leo, condimentum euismod nunc vitae, consequat suscipit ex. Vivamus a hendrerit magna. Donec facilisis tempus dictum. Curabitur consequat facilisis quam eget vestibulum. Sed id consequat arcu. Ut accumsan blandit arcu porta sodales. Donec eget placerat turpis. Orci varius natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Fusce consectetur dignissim sapien, quis cursus purus egestas sit amet.",kelleybbimg.png
